6314,1692,2757,
6315,4667,2757,
6315,2483,4667,
6315,2672,4667,
6315,3011,4667,
6315,3048,4667,
6315,5021,4667,
6315,1488,4667,
6315,4394,4667,
6316,3711,2757,
6316,1496,3711,
6331,3727,3470,
6332,4656,3727,
6332,2519,4656,
6332,2773,4656,
6332,3045,4656,
6332,3559,4656,
6332,3735,4656,
6332,2824,4656,
6332,5109,4656,
6333,3057,3727,
6333,828,3057,
6333,2521,3057,
6333,2836,3057,
6333,3466,3057,
6333,2967,3057,
6333,4827,3057,
6333,4852,3057,
6334,5000,3727,
6334,3828,5000,
6334,4999,5000,
8310,3703,3267,
8311,3978,3703,
8311,2978,3978,
8311,1268,3978,
8311,2973,3978,
8311,3919,3978,
8311,1272,3978,
8311,4065,3978,
8311,4329,3978,
8311,4546,3978,
8311,4896,3978,
8312,3003,3703,
8312,3861,3703,
8312,3068,3703,
8312,3720,3703,
8312,2142,3703,
8312,3028,3703,
8312,3700,3703,
8312,3860,3703,
8312,3926,3703,
8312,4545,3703,
8312,4840,3703,
8312,4230,3703,
8313,4412,3703,
8313,4414,4412,
8313,2330,4412,
8313,2498,4412,
8313,2659,4412,
8313,2975,4412,
8313,2986,4412,
8313,3890,4412,
8314,3718,3703,
8314,3038,3718,
8314,4195,3718,
8314,4752,3718,
8401,1846,2048,
8401,4959,2048,
8401,3021,1846,
8401,3487,1846,
8401,4698,3499,
8401,4123,3499,
8410,4459,2048,
8411,4462,4459,
8411,2207,4459,
8411,4717,4459,
8412,3000,4459,
8412,3883,3000,
8412,2240,3000,
8412,1901,3000,
8412,1505,4949,
8413,4949,4459,
8413,2862,4949,
8413,2154,4949,
8413,1774,4949,
8413,2245,4949,
8413,2619,4949,
8413,2665,4949,
8413,2753,4949,
8420,4518,3499,
8421,4421,4518,
8421,5108,4421,
8421,4736,4421,
8422,2925,4518,
8422,3704,2925,
8422,2159,2925,
8422,1534,2925,
8430,4439,2048,
8431,4616,4439,
8431,5097,4439,
8431,4506,4439,
8431,4624,4439,
8431,4972,4439,
8511,4925,2316,
8511,4976,2316,
8610,3012,2451,
8611,3014,3012,
8611,2230,3012,
8611,3848,3012,
8611,3069,3012,
8611,3572,3012,
8611,4817,3012,
8611,5048,3012,
8611,4313,3012,
8612,3716,3918,
8612,3918,3012,
8613,3462,3012,
8613,3008,3012,
8613,3874,3012,
3301,2769,1177,
3301,2235,1432,
3301,2653,2662,
1144,4510,2931,
1144,4372,2662,
1144,5054,2662,
1144,5056,2662,
2301,3326,2556,
2301,927,1938,
2301,979,1988,
2301,1489,2061,
2301,1526,3175,
2301,2651,3287,
2301,2777,1988,
2301,2982,3326,
2301,3016,2556,
2301,3018,3326,
2301,3311,2081,
2301,3627,1988,
2301,3849,2061,
2301,3884,1938,
2301,4254,2729,
2301,4652,2051,
2301,4957,3296,
2320,2988,2919,
2320,3344,2919,
2320,3920,2919,
1604,4238,2144,
2001,3651,3308,
2001,3654,3308,
2001,3655,3308,
2001,3685,3308,
2001,2996,3308,
2001,3056,1387,
2001,3745,2736,
2001,3879,2325,
2001,4413,2764,
2001,3308,2841,
1143,4943,2180,
1608,4338,2299,
2003,3468,4020,
2003,3041,2494,
2003,3040,2494,
2009,3054,2325,
2009,3877,1624,
2009,4789,1624,
2010,3055,3977,
2012,3929,3428,
2013,3471,2284,
2013,2787,2284,
2013,2776,2065,
2013,4863,2284,
2013,3964,2284,
2014,2989,1385,
2014,3051,1385,
2015,2645,2180,
2015,3062,2180,
2015,1295,2180,
2015,3061,2180,
2015,941,2180,
2015,939,2180,
2020,2357,2305,
2020,4335,2305,
2040,4211,4757,
2040,4757,3084,
2040,4259,4757,
2040,5181,5123,
2101,1251,1900,
2101,2690,1900,
2101,2678,1561,
2101,3037,1561,
2101,3154,1561,
2101,3696,1561,
2101,3800,1561,
2101,3808,1561,
2101,3695,2690,
2101,3822,2690,
2101,3005,2690,
2110,4886,1453,
1601,3031,1412,
1601,4542,1412,
1601,4543,1412,
1601,3850,1814,
1601,4627,1814,
1601,4853,3770,
2111,2148,4039,
2111,2504,4039,
2112,2512,1049,
2112,2992,1049,
2112,3033,1049,
2112,3815,1049,
2112,2899,1049,
2113,1515,1128,
2113,2852,1128,
2113,2780,1128,
2113,4310,1128,
2114,2660,2116,
2114,2475,2116,
2115,1561,1900,
2115,3464,2403,
2115,3881,2403,
2120,2513,3145,
2120,2657,3145,
2120,3717,3145,
2901,3074,3156,
2901,4422,3156,
2901,4993,3156,
2801,4303,3085,
2801,2652,3085,
2801,1708,3085,
2801,2342,3085,
2801,2984,3085,
2801,3023,3085,
2801,3831,3085,
2801,3837,3085,
2801,4386,3085,
2801,3565,3085,
2801,4302,3085,
2801,4835,3085,
2201,3015,2272,
2201,3656,2272,
2201,3705,1440,
2201,933,1440,
2201,3219,2272,
2201,3813,2855,
2201,3552,2272,
2201,3746,2272,
2201,2684,2272,
1133,3825,1869,
1137,4866,2361,
1137,4878,2361,
1137,5147,2361,
1602,3940,1716,
1602,4246,1716,
1602,2524,1716,
1602,4633,1388,
1602,4186,1716,
1602,4951,1716,
1602,5151,1668,
2210,1919,1668,
2210,2331,1668,
2210,3726,1668,
2211,2242,1388,
2211,2683,1388,
2211,2739,1388,
2211,2491,1388,
2212,2991,3986,
2212,3551,3986,
2212,4794,3986,
2213,3631,1716,
2213,3757,1716,
2214,943,1440,
2214,4249,1440,
2215,2966,3722,
2215,3066,3722,
2215,3669,3722,
2215,4502,3722,
2216,3473,1668,
2216,3030,1668,
2216,3065,1668,
2216,3660,1668,
2217,3034,1869,
2217,3846,1869,
2217,3706,1869,
2217,3858,1869,
2220,1460,2093,
2220,3071,2093,
2220,3922,2093,
2401,2974,1945,
2401,3017,1945,
2401,3911,1945,
2401,2675,1945,
2401,2983,1945,
2401,3010,1945,
2401,3206,1945,
2401,3309,1945,
2401,3024,1945,
2401,3836,1945,
2401,2648,1945,
2420,2977,1945,
2420,2511,1945,
2420,3668,1945,
2501,4398,2530,
2501,3032,2530,
2501,3809,2530,
2501,1530,2530,
2501,3046,2530,
2501,3625,2530,
2501,4644,2530,
2501,2474,2530,
2501,1510,2530,
2501,2689,2530,
2501,4898,2530,
2501,4271,2530,
2501,4793,2530,
1145,3007,1063,
1145,3043,1063,
1145,3067,1063,
1145,3070,1063,
1145,3380,1063,
1145,3480,1063,
1145,3823,1063,
1145,3838,1063,
1145,3878,1063,
1145,3885,1063,
1145,4637,1063,
1145,5005,1063,
1145,3482,2916,
1145,4643,2916,
1145,3563,3387,
1145,3691,3387,
1145,4918,3387,
1145,5173,3387,
1145,3842,1011,
1145,3853,1011,
1145,3899,1011,
1145,3817,3844,
1145,3871,3844,
1145,3295,1579,
1145,3562,845,
1145,4842,4515,
1111,3600,3594,
1111,3617,3594,
1111,3594,984,
1111,4978,2919,
1113,4268,1938,
1115,3566,1165,
1115,3743,1165,
1116,3576,800,
8050,4147,1648,
8050,4444,1648,
8050,4446,1648,
8050,4455,1648,
8050,4458,1648,
8051,3868,1648,
8051,4447,3868,
8051,4448,3868,
8052,2778,1648,
8052,4453,2778,
8053,3835,1648,
8053,4431,3835,
8053,4445,3835,
8053,4499,3835,
8054,3872,1648,
8054,4456,3872,
8055,3820,1648,
8055,3900,1648,
8055,4451,1648,
8055,4148,1648,
8055,4452,1648,
8056,3870,1648,
4015,3354,1787,
8001,4196,2353,1
8002,5175,3541,1
8002,5177,3541,1
8002,5176,3541,1
8030,5080,3827,1
8040,4586,5186,1
8040,4747,5186,1
8040,4098,5186,1
8040,5138,5186,1
8040,5146,5186,1
7610,5115,2922,1
7630,4660,1086,1
7630,4606,1086,1
7630,4670,1086,1
7630,5015,1086,1
7630,4332,1086,1
7640,4575,3821,1
6211,4270,3674,1
6212,4061,2337,1
6212,4673,2337,1
6213,4975,3223,1
6213,4099,3223,1
6213,4187,3223,1
6215,4379,4661,1
6215,4956,4661,1
6215,4988,4661,1
6215,4989,4661,1
6215,5036,4661,1
6215,4075,4661,1
6215,5164,4661,1
6223,4761,3570,1
6224,4120,1903,1
6224,4964,1903,1
6224,4966,1903,1
6224,4450,1903,1
6241,4960,4588,1
6242,5130,5185,1
6242,4645,5185,1
6242,5145,5185,1
6243,4389,4588,1
6243,4980,4588,1
6243,4062,4588,1
6400,4875,1846,1
6400,5096,4877,1
6401,5136,4877,1
6410,5171,3932,1
6412,4064,2752,1
6413,4688,2751,1
6413,4726,2751,1
6420,5098,3932,1
6300,4979,3470,1
6300,4981,3470,1
6312,4720,2234,1
6313,5188,3555,1
6315,4755,4667,1
6315,4613,4667,1
6315,4508,4667,1
6315,4894,4667,1
6315,5068,4667,1
6316,4614,3711,1
6316,4615,3711,1
6316,4509,3711,1
6316,5156,3711,1
6332,2708,4656,1
6332,4321,4656,1
6332,5037,4656,1
6332,5038,4656,1
6332,5041,4656,1
6332,5072,4656,1
6332,5153,4656,1
6333,4685,3057,1
6333,5024,3057,1
6333,5039,3057,1
6333,5055,3057,1
6333,5079,3057,1
6333,5095,3057,1
6333,5110,3057,1
6333,5112,3057,1
8311,4293,3978,1
8311,4280,3978,1
8312,4883,3703,1
8312,4396,3703,1
8411,4655,4459,1
8411,4727,4459,1
8411,4869,4459,1
8411,4983,4459,1
8411,5125,4459,1
8412,3490,3000,1
8412,4908,3000,1
8421,5127,4421,1
8431,5163,4439,1
8431,5174,4439,1
8510,5067,2316,1
8512,5131,2316,1
8611,5144,3012,1
8612,4044,3918,1
8612,4247,3918,1
8612,4054,3918,1
3301,4967,2931,1
1144,5134,2662,1
2301,4300,2268,1
2320,4079,2919,1
2320,4127,2919,1
1604,4971,2144,1
2001,4697,4597,1
2001,4076,3308,1
2001,4119,3308,1
2001,4702,3308,1
2001,4739,3308,1
2001,4212,4757,1
2001,5162,5123,1
1102,4992,4577,1
1126,4058,1400,1
1126,4344,1400,1
1126,5169,1624,1
1608,4033,2065,1
2009,4533,1624,1
2011,4640,2448,1
2015,5020,2180,1
2015,5116,2180,1
2020,4716,2305,1
2040,4844,4757,1
2040,5166,4757,1
2040,4278,4757,1
2110,4273,1453,1
1601,4626,2760,1
2115,4662,2403,1
1134,5104,1029,1
2801,4537,3085,1
2801,4322,3085,1
2801,4654,3085,1
2801,4330,3085,1
2201,4260,2272,1
1137,5099,2361,1
1137,4940,2361,1
1137,5184,2361,1
1145,4206,1063,1
1145,5042,1063,1
1145,5182,1063,1
1145,4658,3844,1
1145,4668,3844,1
1145,5132,3913,1
8050,4507,1648,1
8050,5025,1648,1
8050,5111,1648,1
8051,4435,3868,1
8052,4426,2778,1
8052,4430,2778,1
8052,4438,2778,1
8052,4533,2778,1
8052,4733,2778,1
8052,4734,2778,1
8052,4743,2778,1
8052,4784,2778,1
8052,4787,2778,1
8052,5118,2778,1
8053,4786,3835,1
8053,4428,3835,1
8054,4785,3872,1
8054,5026,3872,1
8054,4427,3872,1
8054,4429,3872,1
8055,4432,1648,1
8055,4433,1648,1
8055,4732,1648,1
8055,4828,1648,1
8055,4848,1648,1
8055,4881,1648,1
