4235,2282,
4728,4235,
3674,4235,
3020,3674,
2337,3674,
1902,2337,
2643,2337,
2997,2337,
3474,2337,
4061,2337,
4168,2337,
4208,2337,1
4454,2337,
3223,3674,
2669,3223,
2998,3223,
4099,3223,
4187,3223,
4292,3223,
4673,3223,
4753,3223,
4975,3223,1
4661,3674,
2352,4661,
3343,4661,
3558,4661,
4075,4661,
4129,4661,
4270,4661,1
4349,4661,
4379,4661,1
4641,4661,
4676,4661,
4956,4661,1
4988,4661,1
4989,4661,1
5036,4661,1
5164,4661,1
4588,4235,
3739,4588,
4055,3739,
4512,3739,
4541,3739,
4741,3739,
5130,3739,
5145,3739,
4062,4588,
3052,4062,
4053,4062,
4389,4062,1
4532,4062,
4980,4062,1
4059,4588,
3248,4059,
3465,4059,
3484,4059,
3737,4059,
4056,4059,
4645,4059,
4700,4059,
4936,4059,
4960,4059,1
4961,4059,1
4962,4059,1
3461,4235,
2328,3461,
3063,3461,
2233,3461,
2510,3461,
2969,3461,
3475,3461,
3916,3461,
4761,3461,1
1903,3461,
2349,1903,
2520,1903,
2717,1903,
2755,1903,
2798,1903,
3620,1903,
3623,1903,
3667,1903,
3752,1903,
3756,1903,
3830,1903,
4120,1903,1
4305,1903,
4450,1903,
4663,1903,
4884,1903,
4964,1903,1
4965,1903,1
4966,1903,1
4985,1903,1
3470,4235,
1493,2990,
2800,2990,
2990,3470,
3022,3470,
3560,3470,
3638,2990,
4979,3470,1
4981,3470,1
2757,3470,
4667,2757,1
1488,2757,
2483,2757,
2506,2757,
2672,2757,
2680,2757,
3011,2757,
3048,2757,
4394,2757,
5021,2757,
5068,2757,1
2234,2757,
4225,2234,
4229,2234,
4720,2234,1
3555,2757,
3073,3555,
3804,3555,
4935,3555,
1692,2757,
2685,2757,
3306,2757,
3711,3012,
1496,3711,
2708,3711,1
4508,3711,1
4509,3711,1
4613,3711,1
4614,3711,1
4615,3711,1
4755,3711,1
4894,3711,1
5121,3711,1
5156,3711,1
3470,4235,
4656,3470,1
2500,3470,
2519,3470,
2773,3470,
2824,3470,
2967,3470,
3045,3470,
3559,3470,
3735,3470,
4321,3470,1
5037,3470,1
5038,3470,1
5041,3470,1
5072,3470,1
5109,3470,1
5153,3470,1
3057,3470,
828,3057,
2521,3057,
2967,3057,
3466,3057,
3570,3057,
4685,3057,1
4827,3057,1
4852,3057,1
5024,3057,1
5039,3057,1
5055,3057,1
5079,3057,1
5095,3057,1
5110,3057,1
5112,3057,1
2492,3470,
3828,3470,
4999,3470,1
5000,3470,1
4877,4235,
4875,1846,1
1769,4877,
2674,4877,
3409,4877,
3478,4877,
3930,4877,
3932,4877,
5096,4877,1
5136,4877,1
2686,4877,
2758,4877,
4385,4877,
4769,4877,
4888,4877,
5098,4877,1
2752,4877,
2329,2752,
3202,2752,
4064,2752,1
4252,2752,
1303,4877,
940,1303,
1768,1303,
2751,1303,
3647,1303,
3889,1303,
4123,1303,
4688,1303,
4726,1303,
4954,1303,
5171,1303,1
1505,2048,
1774,3499,
1846,4877,
1901,2925,
2154,2048,
2159,2048,
2240,2925,
2245,2925,
2619,3499,
2665,2925,
2862,2048,
2925,2048,
3000,2048,
3021,1846,
3487,1846,
3883,2048,
4421,3499,
4439,2048,
4506,2048,
4518,3499,
4579,2048,
4616,2048,1
4624,2048,
4671,2048,
4698,2048,1
4736,3499,
4959,2048,
4972,2048,1
5097,2048,1
5108,2048,1
1534,2048,
3704,1534,
4459,2048,
2207,2048,
3490,2048,1
3648,2048,
4462,2048,
4655,2048,1
4717,2048,
4727,2048,1
4869,2048,1
4983,2048,1
4984,2048,1
5125,2048,1
3978,3267,
1268,3978,
1272,3978,
2978,3978,
3919,3978,
4065,3978,
4280,3978,1
4293,3978,1
4329,3978,
4546,3978,
4882,3978,
4896,3978,
3703,3267,
2142,3703,
2973,3703,
3003,3703,
3028,3703,
3068,3703,
3700,3703,
3720,3703,
3860,3703,
3861,3703,
3890,3703,
3926,3703,
4230,3703,
4396,3703,
4545,3703,
4840,3703,
4883,3703,1
4412,3267,
2330,4412,
2498,4412,
2659,4412,
2975,4412,
2986,4412,
4414,4412,
3718,3267,
4195,3718,
4752,3718,1
4817,3718,1
2592,2760,
2138,2592,
3472,2592,
3811,2592,
3832,2592,
3857,2592,
4653,2592,
5084,2760,1
3880,2760,
3012,2451,
2230,3012,
3014,3012,
3069,3012,
3572,3012,
3848,3012,
4298,3012,1
4313,3012,
5048,3012,1
5144,3012,1
3918,2451,
3716,3918,
4044,3918,
4054,3918,
4247,3918,
3874,2451,
3008,3874,
3462,3874,
5067,2316,1
4318,2316,
4925,2316,
5131,2316,1
831,2137,
2137,2282,
2835,2282,
3727,2282,
4540,2282,
2610,4540,
3833,4540,
3013,2282,
2987,3013,
3467,3013,
3855,3013,
3862,3013,
4601,3013,
4750,3013,
4178,3013,
4299,4178,
4857,4178,1
3827,2282,
4068,3827,
5080,3827,1
3922,2919,
928,3922,
1346,3922,
2139,3922,
2140,3922,
2497,3922,
2514,3922,
2666,3922,
2676,3922,
2807,3922,
3001,3922,
3652,3922,
3925,3922,
4098,3922,
4586,3922,1
4747,3922,1
4889,3922,
5138,3922,1
5146,3922,1
4390,1051,
4331,1051,1
3541,2282,
2697,3541,
4620,3541,
4803,3541,
5175,3541,1
5176,3541,1
5177,3541,1
2353,2889,
3025,2282,
3044,2282,
4196,2889,
2237,2470,
3053,2470,
3311,2177,
3886,2177,
2996,3308,
3056,1387,
3308,2841,
3651,3308,
3654,3308,
3655,3308,
3685,3308,
3745,2058,
3879,3084,
